排名	ID	暱稱	等級	頭像	角色（稱號）	樓層	個人狀態	顏色
3423	5efc92f944a7e27a2a423b64	WolfyKaslana	47	aloSinon.s	ALO詩乃（貓妖）	40		black
3424	61c437cacd5e087f62dfbaab	小號私人肉便器	47	eugeo.s	尤吉歐（上級修劍士）	28	不要打我謝謝 我私人超度ㄅ 	black
3425	5efd3c30f930341fab03dbd5	rain	47	eugeo.s	尤吉歐（上級修劍士）	15	友切感謝	black
3426	5edd102b8f7b9e318a50a8b3	翱塵之龍	47	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	141	我的るしあ啊QAQQQ   みけねこ一生推し！	black
3427	61068d03d8dc682a2fb7d583	神諭乂夜喵	47	hitsugaya	日番谷冬獅郎（十番隊隊長）	15		black
3428	5f45550f9c1c1841bd7c9860	erey1022	47	honda	本多忠勝（德川四天王）	141	爬塔	black
3429	5edcb494ff4f982ba007f832	含下去啦	47	kobatz	柯巴茲（艾恩葛朗特解放軍中校）	14	習下韓上	black
3430	5edd02dfee86f0319662ef97	我復活了團長	47	alice	愛麗絲（整合騎士）	14	團長我們什麼時候去戶政事務所登記結婚	black
3431	5edcc10902518b2c7b778100	島村卯月	47	connie	鎖鏈的康妮（第三層頭目）	14	不小心切到：3	black
3432	5edf3e32f038151e5c3ab91a	皮粉問六嘆	47	yuuki.s	有紀（絕劍）	14	友切拜託  紅字是朋友在互殺	black
3433	5edcd8405478d62d6cf81ac8	婆婆婆婆	47	kirito3	桐人（就憑你這菜B8 笑死）	30	變身黃字  勿殺拜託	black
3434	5ef7791ca096c909b30d8aec	AAA瑞斯一打五	47	eugeo.s	尤吉歐（上級修劍士）	37	純手練真累	black
3435	5ee0aba2f8696e2f50bfd0b0	真菌安迪	47	hina	天野陽菜（天氣之子）	93	爬塔中 友切 別連切	black
3436	5eecaccc4161893036f8d2c5	福利熊尚福利福利熊尚福利	47	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	182	推   	black
3437	5f021b308856dc294e13089d	絳雪	47	alice	愛麗絲（整合騎士）	14	歡迎友切認真	black
3438	5f36e12b9e555a4a746d3880	不來一發嗎	47	sado	茶渡泰虎（空座第一高校學生）	69	第一次玩 新手 友切就好努力爬塔中 	black
3439	5ee5ddae0f6a362e7df3a4bb	小輪子	47	honda.strongest	本多忠勝（戰國最強）	198		black
3440	5edd05baee86f0319662fa51	神代悠子	47	bradley	金·布拉德雷（大總統）	15	友切謝謝，推塔中	black
3441	5fba5db592eb327941769194	星爆Tama	47	bradley	金·布拉德雷（大總統）	6	推塔友切 連續決一是欠超渡？	black
3442	5ee1f9795d6c45585d4b9299	levi	47	guanYu	關羽（漢壽亭侯）	45	不講5的丨最多友切 不要認真	black
3443	5edcb1d4ff4f982ba007f114	月乃紫櫻	47	alice	愛麗絲（整合騎士）	14	沉迷FF14 好玩 龍娘真香	black
3444	5edcb5a3ff4f982ba007fb8b	Ling	47	stone	石頭（石頭）	45	好了啦E1	black
3445	62121b145d8eb3992a1a3da9	吉吉可危	47	xmasKirito	聖誕桐人（聖誕快樂）	7	友切 謝謝 紅名打小帳	black
3446	5ede0b5ebf64e5136f484a7d	UBER駕駛人	47	alice	愛麗絲（整合騎士）	13	友切   	black
3447	5edcd87b09a13b2d6093038c	小球桐	47	eugene.s	尤金（猛炎之將）	20	徵隊友	black
3448	5ee39da10867086e91cc72bc	LEON	47	gorilla	猩爆戰象（第15層頭目）	30	紅字是意外 抱歉 勿殺 攻略組	black
3449	5ef6b89a60284928e5455b5b	哈哈笑死	47	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	45	爬塔爬塔慢慢爬 黃名變身不要殺	black
3450	5ef6b89a60284928e5455b5b	哈哈笑死	47	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	45	爬塔爬塔慢慢爬 黃名變身不要殺	black
3451	5edd74f2e9ef5d32c8b79e16	五芒星	47	silica.s	西莉卡（馴獸師）	45	 友切謝謝 小號變身	black
3452	619e317ecd5e087f62cefd8a	ArcticAngel	47	kirito.s	桐人（獨行玩家）	14	我的白上吹雪好可愛 不要再超渡我了	black
3453	5edcb748ff4f982ba0080101	甘蔗汁	47	bradley	金·布拉德雷（大總統）	28	找30層隊友	black
3454	5eea1f8b6695602025511497	鈴仙・優曇華院・イナバ	47	machamp	星爆怪力（怪力寶可夢）	137		black
3455	5edcb1abe509b22bac088313	霧璃鴉	47	uwKirito2.s	Underworld桐人（黑衣劍士）	41	隊友不玩 我只能放她棄坑的理由	black
3456	5edccf6b5478d62d6cf7f737	雪之下雪乃	47	gorillaKing.s	猩爆首領（第95層頭目）	96	骰起來	red
3457	5edcaf757ac4e62b084fec6e	舔藏	47	hina	天野陽菜（天氣之子）	14	皮卡丘使用撞擊	black
3458	5edcb40ee509b22bac088906	藍莓	47	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	45	不要連切 找隊友	black
3459	5f97ab2965170852a9c60c03	學渣伯宇	47	kirito74.s	難道只能使出那一招了嗎（拜託了 幫我撐十秒）	45	不要連切啦幹，友切就好	black
3460	5ee6cd46f0ad39571a026af1	rorght	47	aloKirito.s	ALO桐人（守衛精靈）	15	組隊打王別超渡感謝	black
3461	61483c5dcd5e087f62a472a4	龍耀光刃改	47	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	45	小號陪爬塔 然後就半勝了	black
3462	5ede11c090204613631a0cdc	又是不坦克的魚（又？）	47	busuna	聖誕巴士（巴士）	28	友切 努力爬塔中 橘名只是變身	black
3463	5ee37d384bf44b6e9db3a080	塔克桑逼波波茲茲	47	kirito74.s	難道只能使出那一招了嗎（拜託了 幫我撐十秒）	0	友切就好 拜託別度	black
3464	5edcc1f3e7d7082cdf65b197	阿爾托莉亞我婆	47	aizen	藍染惣右介（五番隊隊長）	45	請友切 撿到石頭打41啦	black
3465	5edf5f2452ed1f22bf2ba139	桐谷核仁似乎在星爆氣流斬	47	goldenRecon.s	黃金雷根（尊爵不凡的風精靈）	182	新好三寶	black
3466	5edcb7b7e509b22bac0894d9	789711	47	honda.strongest	本多忠勝（戰國最強）	137	Mo do hi ya ku	black
3467	61dc26485d8eb3992a03596a	貪刀冰	47	hatsumi	初見泉（浮雲）	5		black
3468	5edcfda9ee86f0319662db33	吃我的屌舔我的洨	47	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	請友切  不然開本尊超渡你	black
3469	5ede2c7fbf64e5136f48d165	姆咪咪咪星爆爆爆	47	honda	本多忠勝（德川四天王）	137	夸走	black
3470	5ee38ac24bf44b6e9db3e10a	斧頭幫老大	47	gorilla	猩爆戰象（第15層頭目）	18	斧頭幫鯨老大 GGO的世代來臨了	black
3471	5edcb26de509b22bac0884cc	卑鄙源之助	47	uwKirito2.s	Underworld桐人（黑衣劍士）	137	回坑  等隊友中	black
3472	5ee08f1df8696e2f50bf5916	老爺不要	47	graveler	星爆隆隆石（岩石寶可夢）	13	拜託不要殺我 練等很辛苦	black
3473	5efa2f69c67b5f5e0486d285	中台朴敘俊	47	klein.s	克萊因（風林火山會長）	13	友切友切友切，不要認真，別眼包	black
3474	5edcb05e7ac4e62b084fed57	るしあガチぺこ	47	gorilla	猩爆戰象（第15層頭目）	18	ぼいんぼいんるしあ 阿我愛麗絲打王怎麼沒解放	black
3475	5eeecbcae025463067c45dd0	那我也要睡拉	47	connie	鎖鏈的康妮（第三層頭目）	13	友切 敢超渡大帳必定報仇	black
3476	5ee7b67dde761126de70ac5c	新包妻溜讚	47	aizen	藍染惣右介（五番隊隊長）	20		black
3477	5f09fb484047170c2340de80	切嚕	47	muguruma.s	六車拳西（九番隊隊長）	25	爬塔 友切 	black
3478	5ef5c6005e29cd7b855069b9	卡卡der	47	connie	鎖鏈的康妮（第三層頭目）	13	友切	black
3479	5eddb15647bd0432d49a48fd	星爆浩	47	kirito.fuckyou	桐人（幹你娘）	19		black
3480	5edcc621e878812ceb4f1bb7	CBH	47	kirito.fuckyou	桐人（幹你娘）	40	友切拜託，徵求第41層的隊友	black
3481	5edcb421ff4f982ba007f6d7	葉玥	47	muguruma.s	六車拳西（九番隊隊長）	25	友切	black
3482	5eed798f44a72546c68cb3bd	Chong	47	alice	愛麗絲（整合騎士）	19	我就爛	black
3483	5edcd6c409a13b2d6092fc99	我要殺死你你你你你你你你	47	muguruma.s	六車拳西（九番隊隊長）	7	敢連切我就連殺啊 看誰才是瘋狗 操	black
3484	601c348318a2fe6aee376960	POISON	47	xmasKirito	聖誕桐人（聖誕快樂）	13		black
3485	5ef938c893b3733c82cb822b	聖特爾梅克洛凡賽提斯	47	geodude	星爆小拳石（岩石寶可夢）	13	AIZEN	black
3486	5ee5085ebd7c9253ab4ddf4b	斷么九之鬼	47	kirito3	桐人（就憑你這菜B8 笑死）	5	超過一番算我輸	black
3487	5edcb8d6ff4f982ba00806a6	夜未央宮	47	kirito3	桐人（就憑你這菜B8 笑死）	13	我已經死了	black
3488	5edce4d37291892f4e5c21da	佑杏	47	gorilla	猩爆戰象（第15層頭目）	89	可憐吶 中文差 閱讀能力爛 還喜歡通靈	black
3489	5edd1bd247bd0432d499696c	林宇龍	47	eugene.s	尤金（猛炎之將）	19		black
3490	622ae4035d8eb3992a228b0f	高韋辰	47	hitsugaya	日番谷冬獅郎（十番隊隊長）	1		black
3491	5edcb1e2ff4f982ba007f140	好吃蚵仔煎	47	yuuki.s	有紀（絕劍）	5	轉成桐人誰都打不贏= =	black
3492	5ee278642ce79a5f2759bef7	回來八爆爆姆咪	47	hina	天野陽菜（天氣之子）	10	懷念R	black
3493	5edcb774ff4f982ba00801a9	火柴	47	aloSinon.s	ALO詩乃（貓妖）	41	請用友切就好，不要連刷，感謝你	black
3494	5edcb376ff4f982ba007f4ff	浜涴浛	47	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	183	新年快樂	black
3495	5edcb861e509b22bac089725	喵喵喵喵喵喵喵喵喵喵喵喵	47	alice	愛麗絲（整合騎士）	135	喂喂喂．．．  有人在嗎？  有神在嗎？  我存在嗎？	black
3496	5edcddaa5478d62d6cf830de	Shiouta	47	sunsetAndTwoSwords	夕陽下的雙刀（闡釋者與閃爍之光）	182	登出	orange
3497	5edcb472e509b22bac088a2d	客訴魯的呼喚	47	kirito74.s	難道只能使出那一招了嗎（拜託了 幫我撐十秒）	82	品娜品娜｜歡迎友切	black
3498	5edcb02423815f2b14adb8f2	魩仔魚	47	lisbeth	莉茲貝特（鍛造師）	91	速度速度	black
3499	6086662fd8dc682a2f83d268	比利時藍牛	47	hitsugaya	日番谷冬獅郎（十番隊隊長）	19	友切拜託爬塔練角	black
3500	5edd595947bd0432d499bf73	奧義很爽	47	sinon.s	詩乃（冰之狙擊手）	2	去年勃起至今	black
3501	5f0a0c3c11be970c172820f6	火鍋芋頭加家裡死人	47	kirito.fuckyou	桐人（幹你娘）	12	不是經驗包 死了會復仇 文盲請自重	black
3502	5edcd9de5478d62d6cf82144	吉娃娃OuO	47	bradley	金·布拉德雷（大總統）	41		black
3503	5edd1120ee86f03196632355	阿翔	47	hitsugaya	日番谷冬獅郎（十番隊隊長）	4	油切律茬	black
3504	5f1dafcaddf7810e341a4944	極品豬	47	bradley	金·布拉德雷（大總統）	5	好眼瞓	black
3505	5f292cf8dd548f638eaf911d	元首丩丩三公尺	47	connie	鎖鏈的康妮（第三層頭目）	15	有大概這麼長	black
3506	5eddebffe9ef5d32c8b8c1b0	杯子蛋糕麵	47	kirito.s	桐人（獨行玩家）	18	超渡流好難，嘗試中	black
3507	5edcdfa1b8788d2e382fbc59	リアル	47	sinon.s	詩乃（冰之狙擊手）	3	かわいいは正義	black
3508	5ee262220caeb15f33909b86	黃書書庫	47	xmasAgil	兩隻麋鹿（聖誕麋鹿）	1	下水道｜04｜茶  老師／崩玉判斷我不需要茶渡了	black
3509	5edcb0c5ff4f982ba007ef08	疾風劍豪耀德	47	eagle	陸行戰鬥鷹（第41層頭目）	41	黃名 砍分身變身 找隊友打45f	black
3510	5efa7d8fbe7ba45df8e87027	中二不是罪	47	alice	愛麗絲（整合騎士）	18	友切大感謝 必輸我才打友切以上 	black
3511	5edcc9cc5478d62d6cf7e127	向神獻上祈禱	47	bradley	金·布拉德雷（大總統）	41	向神獻上祈禱與感謝	black
3512	5edcc9e309a13b2d6092c979	冬璃	47	silica.s	西莉卡（馴獸師）	10	人生中第二次被友切切死	black
3513	5eeddeffc1798b305b8780bd	滅修幹哞	47	yuuki.s	有紀（絕劍）	20	超渡自己小號 勿超渡決一 	black
3514	5edf44fecd85501e50c9dcd9	軒墨	47	sinon.s	詩乃（冰之狙擊手）	1	友切謝謝	black
3515	5edcc060ceb1232c70397b67	修羅一刀	47	eugeo.s	尤吉歐（上級修劍士）	181		black
3516	5f089cc51cfa8a2514657fb0	NUKO	47	asuna.s	亞絲娜（閃光）	28	麻煩牙王超渡我	black
3517	610976b5d8dc682a2fb91dfc	跳繩魔人	47	graveler	星爆隆隆石（岩石寶可夢）	12		black
3518	5edcb7bcff4f982ba00802b2	不行o去了	47	sinon.s	詩乃（冰之狙擊手）	40	一次一百	black
3519	5ee50ce7bd7c9253ab4dee84	5645151651	47	hatsumi	初見泉（浮雲）	20		black
3520	5edde20747bd0432d49ad5d8	處處都心結	47	sinon.s	詩乃（冰之狙擊手）	6	友切就好 不要搞事	black
3521	5fdc1d2093a8d30ae84769e3	12個字能取出什麼好名字	47	aizen	藍染惣右介（五番隊隊長）	28	哈哈 是我啦｜限友切	black
3522	5fe2e6aa3c1ed1528dab7b84	風中の小屌	47	aizen	藍染惣右介（五番隊隊長）	28	哈哈 是我啦｜ 限友切	black
3523	5edcc29be878812ceb4f0f01	沒想到又開了	47	bradley	金·布拉德雷（大總統）	19	爬塔中	black
3524	5eeb19c69eafdf4da21407de	Isolet	47	graveler	星爆隆隆石（岩石寶可夢）	5	友切感謝	black
3525	5ee0863c4e36502f5c503d69	天天吃雞塊	47	alice	愛麗絲（整合騎士）	18	只汁妹	black
3526	5edcd24609a13b2d6092ea77	微笑棺木	47	kirito3	桐人（就憑你這菜B8 笑死）	5		black
3527	5edcc75fe7d7082cdf65c4df	二週目我不會再放手了詩乃	47	sinon.s	詩乃（冰之狙擊手）	30	現在除了真愛到底還有誰會玩詩乃 嗚嗚嗚	black
3528	5ef7689b6169130b475de4d6	鑽角犀獸	47	gorilla	猩爆戰象（第15層頭目）	15		black
3529	5ede53b3d02079163da3a661	WEDI	47	alice	愛麗絲（整合騎士）	14	 安安	black
3530	61291709d8dc682a2fc72137	雪糕	47	kirito74.s	難道只能使出那一招了嗎（拜託了 幫我撐十秒）	28	私人超度包勿碰	black
3531	5f5748fa6ae1632ee7d581d1	全身大肌肌	46	xmasKlein	聖誕克萊因（聖誕武士）	40	兔兔	black
3532	5ee2c3052ce79a5f275a18c7	劈瘋褲騎士	46	kirito3	桐人（就憑你這菜B8 笑死）	11	請友切就好	black
3533	5edccb4009a13b2d6092cec2	咖啡拿鐵	46	machamp	星爆怪力（怪力寶可夢）	36	終於進保護可以安心爬塔 不過還是盡量友切別認真	black
3534	5eddbb2847bd0432d49a646b	煞氣a肥肥	46	hina	天野陽菜（天氣之子）	11	拜託別殺我，我只是個快樂肥宅	black
3535	5ee397eb0867086e91cc5720	叭叭嘎叭叭叭	46	hitsugaya	日番谷冬獅郎（十番隊隊長）	13	到底要不要給我陽菜= =	black
3536	5edcb659ff4f982ba007fdc2	巴達獸	46	kirito3	桐人（就憑你這菜B8 笑死）	11	好友切戳	black
3537	5ede11f090204613631a0d98	kamikaze	46	aloKirito.s	ALO桐人（守衛精靈）	41		black
3538	5f0c738ecd69394a5ea78427	DD大法	46	skyLisbeth	莉茲貝特（其實我…喜歡桐人啊！）	112	其實我喜歡百鬼啊！	red
3539	5f1af4112f331352993a1d35	最後的獸太控超渡包，射爆	46	guanYu	關羽（漢壽亭侯）	151	哈哈屁眼包	black
3540	5ee8e2f6bab69a457bcaa49d	台男碎石機	46	aloKirito.s	ALO桐人（守衛精靈）	41	鄉巴佬	black
3541	5edec79602821317e6f83f68	Handsome192	46	aloKirito.s	ALO桐人（守衛精靈）	35	幹你娘總統練一週結果什麼屁都閃不掉 不汁桐子了 來練a桐	black
3542	5f17db2a7e43a11daad12183	華哩	46	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	41	謝謝各位  友切愛你們  dc @andy 	black
3543	5ee3f7700867086e91cd54ea	HK416	46	hina	天野陽菜（天氣之子）	25	解反殺用	black
3544	5f13d7895b10343fa5985017	x夜光星爆爆封弊鬼x	46	honda	本多忠勝（德川四天王）	41	友切 	black
3545	5ee0c0a8f8696e2f50c02981	峰诳涉矜	46	connie	鎖鏈的康妮（第三層頭目）	41	PP天使   の段！！	black
3546	5edd1755ee86f03196633774	地毯	46	kirito3	桐人（就憑你這菜B8 笑死）	11	四葉ID被搶了QQ	black
3547	5edcee1e89d6173087112329	雷神索爾－鎚之超渡	46	aloKirito.s	ALO桐人（守衛精靈）	41	找41層 陸續打 友切我 直接設我組隊	black
3548	5edccb6b5478d62d6cf7e77f	香蕉王	46	aloKirito.s	ALO桐人（守衛精靈）	41		black
3549	5edccba85478d62d6cf7e85f	完美姆咪世界	46	aloKirito.s	ALO桐人（守衛精靈）	35	爽啊次啊	black
3550	5f3aa5dfad78ea5800269c81	一把荔枝	46	lisbeth	莉茲貝特（鍛造師）	1	摸斗專屬防紅＂經驗包＂ 別摸 半夜我沒包你就是包@dc摸斗	black
3551	5eddceaae9ef5d32c8b866dd	十鬼蛇王馬英九	46	hitsugaya	日番谷冬獅郎（十番隊隊長）	10	雞雞很脹	black
3552	5edf58d5cd85501e50ca2dd0	世界皇帝	46	aloKirito.s	ALO桐人（守衛精靈）	41		black
3553	621efabd5d8eb3992a1ed34b	兩個關羽雙關語	46	eugeo.s	尤吉歐（上級修劍士）	1	I wanna always stay with you	black
3554	5edf87e31e566f23f5132ec8	EthanShao	46	alice	愛麗絲（整合騎士）	19		black
3555	5eddd477e9ef5d32c8b8778c	我婆愛麗絲	46	alice	愛麗絲（整合騎士）	28	我婆愛麗絲	black
3556	621860505d8eb3992a1c86fb	啊威	46	asuna.s	亞絲娜（閃光）	7		black
3557	5f57b0546ae1632ee7d5cf71	中元感謝祭	46	rabbit	雜燴兔（超稀有S級食材）	40	感謝祭時間  七殺歸位！！	black
3558	5efecbc7f930341fab06acfb	奕辰	46	hinamori	雛森桃（五番隊副隊長）	40	中共是垃圾	black
3559	5ef8e198d537f83cbcc9afcc	生來當作經驗包	46	sinon.s	詩乃（冰之狙擊手）	40	兔肉你神經病 沒惹你跑來渡我三次	black
3560	60811a24d8dc682a2f818932	你媽打LOL還在玩桐人	46	godRecon.s	神（神）	140	農點中	black
3561	6136c73acd5e087f629c9546	測	46	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	37	限友切謝謝	black
3562	5f5f22ba46d8f06d1737b35a	全身沒肌肌	46	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	40	友切包	black
3563	5edcf5bf7ca001307b466b40	拉菲	46	oberon	奧伯龍（精靈王）	40	友切認真可 連切bad｜亞連我婆	black
3564	5f2ee4cff7436f142eb903e5	AnagleMole	46	aloSinon.s	ALO詩乃（貓妖）	40	友切謝謝	black
3565	605aec2cd8dc682a2f6f43f3	四月	46	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	40	退遊	black
3566	61a4138fcd5e087f62d1dbbe	一根長長的香蕉	46	kirito74.s	難道只能使出那一招了嗎（拜託了 幫我撐十秒）	37	友切 謝謝	black
3567	5ef617569b5c6028d9deb95f	紅白	46	hatsumi	初見泉（浮雲）	40	友切認真被殺就算了請不要連切	black
3568	5ede0cbb902046136319f9b8	o小蛋俠o	46	sunsetAndTwoSwords	夕陽下的雙刀（闡釋者與閃爍之光）	40	喜歡熊，勝利的法則已經決定了	black
3569	5ede3adb315f05158bb2e7da	尚書大人真機掰	46	kirito3	桐人（就憑你這菜B8 笑死）	40	不要殺我，要殺就殺 尚書大人真機靈	black
3570	5ede5de2d02079163da3d4e7	鹿港彭于晏	46	hina	天野陽菜（天氣之子）	6		black
3571	607a5944d8dc682a2f7e870d	公車國的鍛造師	46	muguruma.s	六車拳西（九番隊隊長）	49	KB ：四歲可以幹嗎｜DC@KB＃4444	black
3572	60f766edd8dc682a2fb1e7e5	玄日	46	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	40	友切拜託	black
3573	5edcd50b09a13b2d6092f57b	慕伊むい	46	aloKirito.s	ALO桐人（守衛精靈）	37	找奧伯龍打四十	black
3574	5f1d521fdd660c33b15d262a	黑雪	46	alice	愛麗絲（整合騎士）	18		black
3575	5edcb155ff4f982ba007f01c	我不要殺死你	46	silicon.s	西莉根（馴獸師）	40		black
3576	5f0849613c641f2508b9d907	牙紀x粉紅	46	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	40	幸運也是實力的一種！	black
3577	6167c494cd5e087f62b31e01	鄭小佑	46	aloAsuna.s	ALO亞絲娜（水精靈）	96	農點嘍，我要農多久啊	black
3578	5f007932a9d4d023f8d9201f	Edward	46	hitsugaya	日番谷冬獅郎（十番隊隊長）	40		black
3579	5ee1261bca8d674b9991a1bb	鱈魚です	46	lisbeth	莉茲貝特（鍛造師）	7	想成為石頭	black
3580	5ee38a594bf44b6e9db3defe	Ishigami	46	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	136	過氣遊戲的孤兒特別喜歡叫呢	black
3581	5f5e202e3edd8366ec074c99	QK04	46	alice	愛麗絲（整合騎士）	15	美政府提供臨時工作 加州失業率下滑（CNA新聞）	black
3582	5edd91bfe9ef5d32c8b7ca4c	swicth撐十秒	46	uwKirito2.s	Underworld桐人（黑衣劍士）	37	RRRRRRRRR	black
3583	5edcbcd3e509b22bac08a57b	得罪了方丈還想走	46	honda.strongest	本多忠勝（戰國最強）	94	推塔中	black
3584	5f276ecb7862205b93ab790f	聒噪中的寧靜	46	uwKirito2.s	Underworld桐人（黑衣劍士）	1		black
3585	5edd0068ee86f0319662e5f1	o鈴原るるoこんるるー	46	alice	愛麗絲（整合騎士）	12	呱露露	black
3586	5edd19c1ee86f03196633eab	彰中宮永照	46	alice	愛麗絲（整合騎士）	18	找15層隊友	black
3587	5ee11f14da139e4ba552afe0	Abc	46	gorilla	猩爆戰象（第15層頭目）	18		black
3588	5edcb758ff4f982ba008014d	非洲歐皇	46	hina	天野陽菜（天氣之子）	1		black
3589	5edcf4ec89d6173087113e91	Rachelray	46	kirito3	桐人（就憑你這菜B8 笑死）	13	在下是200年前的星王桐人，夢想是拉一個完美的刀光	black
3590	5f2f9ad3f7436f142eb977db	莉婕蘿緹的刷場勝經驗包	46	geodude	星爆小拳石（岩石寶可夢）	10	私人經驗包，請自重	black
3591	5ef87c0874054f3c56a33a5e	我愛尿尿2號	46	sinon.s	詩乃（冰之狙擊手）	15	幫我好嗎  聖誕詩乃	black
3592	5edcb6b0e509b22bac08914b	加油啦你	46	bradley	金·布拉德雷（大總統）	18	拜託友切或認真	black
3593	61d53bc3cd5e087f62e721fd	全全	46	alice	愛麗絲（整合騎士）	19	我是全全	black
3594	5edcd36209a13b2d6092eee6	咳咳蘿	46	alice	愛麗絲（整合騎士）	19	本帳茅場晶彥 りしれ供さ小  打我的可愛女生 肥宅走開	black
3595	5ee969f7bab69a457bcb93b2	生與死轉瞬之間	46	hitsugaya	日番谷冬獅郎（十番隊隊長）	14	我太難了沒隊友誒	black
3596	5f1b0a5dc37a32528dc8cdad	瘋狂的獸太控	46	guanYu	關羽（漢壽亭侯）	149	屁眼包 歡迎切我喊屁眼	black
3597	5edda36ce9ef5d32c8b7f0ef	Tiery	46	kirito.s	桐人（獨行玩家）	150	禁止認真以上，必報仇	black
3598	5f309b280816ea087f1ff51b	星野夢美	46	lisbeth	莉茲貝特（鍛造師）	10	新型轉生點自助包LUL	black
3599	5edd880d47bd0432d499ed8c	伊姆卡	46	aloSilica.s	ALO西莉卡（貓妖馴獸師）	69	Season1231的小號｜蝦仁偶像灰色庭園感謝祭門票預售中	black
3600	60826b20d8dc682a2f82149e	軮	46	graveler	星爆隆隆石（岩石寶可夢）	15		black
3601	5f5606443d5c692ef3eb09f3	愛辦感謝祭	46	rabbit	雜燴兔（超稀有S級食材）	37	感謝祭時間 七殺歸位！！	black
3602	5edcb2a7ff4f982ba007f309	常盤	46	hina	天野陽菜（天氣之子）	69	要爬塔友切不要連切 切死會復仇	black
3603	5f0478d4c2977324a143f8fe	今晚我床上的桐子特別好色	46	rabbit	雜燴兔（超稀有S級食材）	37	不經一番心徹骨 怎知向何處 七殺歸位！！	black
3604	5ede1601bf64e5136f48743d	蜜莉姆納瓦	46	aloKirito.s	ALO桐人（守衛精靈）	172	歡迎新舊玩家來找我聊天或問問題喔｜DC A桐頻：sampig	black
3605	5edcc9df09a13b2d6092c966	祺	46	eugeo.s	尤吉歐（上級修劍士）	28	友切謝謝	black
3606	5ee62b8ebd74056ca43f9214	卡成JPG	46	hatsumi	初見泉（浮雲）	40	刷塔，別打我	black
3607	5f57a1f93d5c692ef3ebf723	超渡感謝祭	46	rabbit	雜燴兔（超稀有S級食材）	37	感謝祭時間  七殺歸位！！	black
3608	5edcd07c09a13b2d6092e33e	小秀87	46	kirito3	桐人（就憑你這菜B8 笑死）	13	友切    汐沄	black
3609	5edd0c568f7b9e318a509b44	緋罪	46	sinon.s	詩乃（冰之狙擊手）	3		black
3610	5f5bbaab3edd8366ec060961	WWLAJIKO	46	sinon.s	詩乃（冰之狙擊手）	11	善良好公民	black
3611	5f64752e46d8f06d173a4d6a	哈拉克提	46	originalKirito.s	起源桐人（初始玩家）	35	=	black
3612	5edcc4b4e7d7082cdf65bb41	乾真大	46	eugene.s	尤金（猛炎之將）	14	友切別殺 爬塔中  找15層隊友	black
3613	5edcdc6d09a13b2d609313a6	風林火山	46	silica.s	西莉卡（馴獸師）	145	崇拜是距離理解最遠的感情	black
3614	5f2a5458a7297963821121ca	米特拉歐	46	oberon	奧伯龍（精靈王）	6	新手請多多指教	black
3615	5edcf8e48f7b9e318a5052c5	kokan	46	kirito3	桐人（就憑你這菜B8 笑死）	14	快到你媽都不認識你	black
3616	5f95934052aeed52b53db647	太清火赤道德天尊混元上帝	46	rabbit	雜燴兔（超稀有S級食材）	37	眾生罪孽深重 本天尊親自下凡普渡眾生 七殺歸位！！ 	black
3617	5ef2c4a2de8dd905913151e6	所以我可以扁他了對吧	46	muguruma.s	六車拳西（九番隊隊長）	40	聽說怪鳥怕69	black
3618	5f6f74a752107e22c7205b01	KAiHo	46	alice	愛麗絲（整合騎士）	19	輕手一點	black
3619	5f579ffe6ae1632ee7d5c3fd	想辦感謝祭	46	blackRabbit	黑色雜燴兔（超稀有S級食材）	37	感謝祭時間  七殺歸位！！	black
3620	5edcba65ff4f982ba0080c5f	東京豚骨醬油拉麵濃湯SP	46	muguruma.s	六車拳西（九番隊隊長）	41	被驢子打爆qq	black
3621	5edcdbe25478d62d6cf82973	起爭議	46	bradley	金·布拉德雷（大總統）	19		black
3622	5efdab46f930341fab04c610	清泉石上流	46	sunsetAndTwoSwords	夕陽下的雙刀（闡釋者與閃爍之光）	3	好耶	black
3623	5edcd3295478d62d6cf805de	我是師哥	46	alice	愛麗絲（整合騎士）	14	0000000	black
3624	5f8c59a1a52e6e5c89fa8ddf	平凡刺蝟永遠不會是補師	46	alice	愛麗絲（整合騎士）	14	友切感謝	black
3625	5f57b28f3d5c692ef3ec0247	地獄感謝祭	46	rabbit	雜燴兔（超稀有S級食材）	37	感謝祭時間  七殺歸位！！	black
3626	5ededb5102821317e6f8637c	斷肛聖劍	46	kirito.fuckyou	桐人（幹你娘）	5	別再切我了 我想打boss 非友切認真殺人一定殺回去	black
